"LU",86.25,"11/4/1998","2:19PM",+4.0625,83.9375,86.875,83.625,5804800
"T",60.6875,"11/4/1998","2:19PM",-1.1875,62.375,62.625,60.4375,2468000
"MSFT",106.5625,"11/4/1998","2:24PM",+1.375,105.8125,107.3125,105.5625,11474900
